month,City,Air_code,State,Airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1,New York,LGA,NY,LaGuardia,7405,1911,477.11,60.84,914.68,5.12,453.24,205,44,130954,42934,5778,48202,328,33712
1,Newark,EWR,NJ,Newark Liberty International,9278,2732,480.04,58.35,1547.79,3.6,642.2,219,12,198664,41096,5381,96282,207,55698
1,Newburgh/Poughkeepsie,SWF,NY,New York Stewart International,62,9,5.49,0,1.8,0,1.71,2,0,375,282,0,47,0,46
1,Newport News/Williamsburg,PHF,VA,Newport News/Williamsburg International,87,18,10.21,1.22,1.51,0,5.06,1,0,2048,671,995,90,0,292
1,Niagara Falls,IAG,NY,Niagara Falls International,62,9,1.45,0,6.72,0,0.83,5,2,379,104,0,253,0,22
1,Nome,OME,AK,Nome Airport,61,15,2.05,3.17,5.22,0,4.56,4,1,824,134,287,227,0,176
1,Norfolk,ORF,VA,Norfolk International,742,142,60.11,6.66,34.6,0.9,39.73,30,2,8907,3140,1589,1526,18,2634
1,North Bend/Coos Bay,OTH,OR,Southwest Oregon Regional,18,6,1.77,0,1.56,0,2.67,1,1,265,55,0,70,0,140
1,Oakland,OAK,CA,Metropolitan Oakland International,3974,1267,294.88,9.6,360.34,0.66,601.55,82,5,65295,16717,1010,14203,21,33344
1,Oklahoma City,OKC,OK,Will Rogers World,1179,258,85.08,7.94,33.77,0.75,130.47,23,0,16353,5309,1506,1262,101,8175
1,Omaha,OMA,NE,Eppley Airfield,1557,295,105.39,7.04,55.05,0.44,127.07,44,1,19200,8365,508,2238,31,8058
1,Ontario,ONT,CA,Ontario International,1695,497,133.92,7.09,93.43,0,262.55,46,5,25616,7472,946,3212,0,13986
1,Orlando,MCO,FL,Orlando International,10989,2047,613.11,66.53,655.45,1.84,710.06,138,36,132211,38279,7072,32516,61,54283
1,Paducah,PAH,KY,Barkley Regional,59,5,3.24,0,0.09,0,1.67,5,4,330,274,0,9,0,47
1,Pago Pago,PPG,TT,Pago Pago International,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Palm Springs,PSP,CA,Palm Springs International,999,274,70.48,9.13,103.41,0,91.01,23,13,15521,4155,773,3823,0,6770
1,Panama City,ECP,FL,Northwest Florida Beaches International,274,58,22.28,4.97,10.98,0,19.78,1,4,4227,1570,577,755,0,1325
1,Pasco/Kennewick/Richland,PSC,WA,Tri Cities,297,64,13.56,5.05,21.85,0,23.54,22,3,4551,724,1136,791,0,1900
1,Pellston,PLN,MI,Pellston Regional Airport of Emmet County,74,12,3.22,2,4.54,0,2.24,15,7,767,186,347,112,0,122
1,Pensacola,PNS,FL,Pensacola International,434,85,28.54,7.3,17.01,0,32.15,3,6,4981,1509,672,538,0,2262
1,Peoria,PIA,IL,General Downing - Peoria International,241,61,23.74,1.49,21.33,0,14.44,10,0,3683,1851,185,689,0,958
1,Petersburg,PSG,AK,Petersburg James A Johnson,62,9,2.01,0,1.16,0,5.83,2,1,807,38,0,64,0,705
1,Philadelphia,PHL,PA,Philadelphia International,5769,1152,296.44,40.97,487.63,1.5,325.47,97,5,73861,20872,3190,24330,95,25374
1,Phoenix,PHX,AZ,Phoenix Sky Harbor International,13250,2980,750.47,58.35,988.66,5.29,1177.22,180,9,149630,41860,5555,32587,210,69418
1,Pittsburgh,PIT,PA,Pittsburgh International,2108,351,142.34,4.05,58.86,0.12,145.61,26,0,20390,9002,384,2310,5,8689
1,Plattsburgh,PBG,NY,Plattsburgh International,62,9,2.52,0.14,5.66,0,0.68,3,0,556,248,7,248,0,53
1,Pocatello,PIH,ID,Pocatello Regional,80,19,4.4,1.97,10.51,0,2.12,4,1,2049,1177,411,395,0,66
1,Ponce,PSE,PR,Mercedita,74,24,13.98,0.29,2.37,0,7.35,3,0,1671,669,31,100,0,871
1,Portland,PDX,OR,Portland International,4591,1046,272.07,36.27,251.46,1.85,484.34,193,29,59331,15411,2909,9751,65,31195
1,Portland,PWM,ME,Portland International Jetport,393,74,24.95,1.36,12.72,0,34.96,9,1,4753,1486,148,452,0,2667
1,Providence,PVD,RI,Theodore Francis Green State,1008,176,58.91,2.78,32.45,1,80.84,38,0,9892,3389,308,1059,19,5117
1,Punta Gorda,PGD,FL,Punta Gorda Airport,56,12,2,0.95,2.12,0,6.93,1,0,1273,77,178,541,0,477
1,Raleigh/Durham,RDU,NC,Raleigh-Durham International,2703,554,236.86,14.81,101.74,1.6,198.99,117,4,32537,13940,1185,4188,162,13062
1,Rapid City,RAP,SD,Rapid City Regional,153,32,6.94,1.88,10.84,0,12.34,0,0,2078,517,97,390,0,1074
1,Redding,RDD,CA,Redding Municipal,88,17,7.98,0.61,2.27,0,6.14,6,0,1518,849,28,149,0,492
1,Reno,RNO,NV,Reno/Tahoe International,1176,341,83.33,6.54,89.83,0,161.29,20,5,18559,5244,1381,3049,0,8885
1,Rhinelander,RHI,WI,Rhinelander/Oneida County,88,8,1.85,0,2.34,0,3.81,9,1,520,167,0,105,0,248
1,Richmond,RIC,VA,Richmond International,1282,298,105.55,10.87,62.54,0,119.04,31,1,24750,10439,1119,2513,0,10679
1,Roanoke,ROA,VA,Roanoke Blacksburg Regional Woodrum Field,182,52,28.1,1.68,11.05,0,11.18,4,1,4600,3446,75,387,0,692
1,Rochester,ROC,NY,Greater Rochester International,608,136,48.96,3.2,32.72,0.94,50.18,14,3,8470,3097,304,1824,16,3229
1,Rochester,RST,MN,Rochester International,100,28,10.19,2,8.11,0,7.7,5,0,2351,779,736,290,0,546
1,Rock Springs,RKS,WY,Southwest Wyoming Regional,57,5,1.92,1,1.43,0,0.65,4,1,268,81,54,82,0,51
1,Roswell,ROW,NM,Roswell International Air Center,34,2,0,0,0,0,2,0,0,231,0,0,0,0,231
1,Sacramento,SMF,CA,Sacramento International,3353,1003,253.22,22.13,237.59,0.3,489.75,56,8,52905,15242,1633,8270,11,27749
1,Saginaw/Bay City/Midland,MBS,MI,MBS International,177,41,10.75,6.58,13.52,0,10.15,14,1,2591,560,865,415,0,751
1,Salt Lake City,SLC,UT,Salt Lake City International,9105,2167,566.3,86.75,643.88,0.97,869.08,111,6,145291,53654,8911,24277,23,58426
1,San Angelo,SJT,TX,San Angelo Regional/Mathis Field,30,12,6.02,0,0.37,0,5.61,4,0,583,330,0,47,0,206
1,San Antonio,SAT,TX,San Antonio International,2515,561,184.39,20.19,123.31,0.3,232.8,24,14,30411,11677,1885,4113,18,12718
1,San Diego,SAN,CA,San Diego International,6322,1743,424.65,35.63,618.98,0.65,663.05,137,69,96032,23664,5120,24310,21,42917
1,San Francisco,SFO,CA,San Francisco International,13289,4819,726.38,218.89,2644.06,8.85,1220.82,506,151,373096,66264,19758,185021,568,101485
1,San Jose,SJC,CA,Norman Y. Mineta San Jose International,3652,1011,232.57,16.36,287.31,2.31,472.47,62,16,51891,14577,1717,9833,52,25712
1,San Juan,SJU,PR,Luis Munoz Marin International,2407,462,194.7,21.59,111.88,2.59,131.24,18,2,26441,10581,1948,5405,119,8388
1,San Luis Obispo,SBP,CA,San Luis County Regional,271,60,11.86,1.01,11.85,0,35.28,11,1,4121,1122,46,471,0,2482
1,Santa Ana,SNA,CA,John Wayne Airport-Orange County,3368,917,247.12,12.19,290.94,0,366.72,53,10,41500,12203,1480,9703,0,18114
1,Santa Barbara,SBA,CA,Santa Barbara Municipal,433,117,19.93,1.19,36.81,0,59.06,22,1,7933,2004,26,1496,0,4407
1,Santa Fe,SAF,NM,Santa Fe Municipal,129,22,6.57,0.75,7.37,0,7.32,11,0,1063,322,33,242,0,466
1,Sarasota/Bradenton,SRQ,FL,Sarasota/Bradenton International,309,45,20.15,4.99,10.74,0,9.13,7,0,3190,1524,430,656,0,580
1,Sault Ste. Marie,CIU,MI,Chippewa County International,58,8,1.88,0,2.37,0,3.75,10,1,459,129,0,69,0,261
1,Savannah,SAV,GA,Savannah/Hilton Head International,460,90,44.71,6.56,16.7,1,21.03,11,3,6620,3493,534,779,38,1776
1,Scranton/Wilkes-Barre,AVP,PA,Wilkes Barre Scranton International,100,18,7.21,1.51,5.76,0,3.53,3,2,1964,1142,124,204,0,494
1,Seattle,SEA,WA,Seattle/Tacoma International,10125,2193,499.28,69.09,794.31,12.26,818.07,127,16,124898,34837,5836,29032,416,54777
1,Shreveport,SHV,LA,Shreveport Regional,479,121,62.07,0.98,16.96,0,40.98,8,0,9942,5531,56,838,0,3517
1,Sioux Falls,FSD,SD,Joe Foss Field,373,89,36.16,0.67,29.89,0,22.26,6,1,5543,2954,54,1246,0,1289
1,Sitka,SIT,AK,Sitka Rocky Gutierrez,93,13,4.63,0,1.38,0,6.99,3,0,852,264,0,65,0,523
1,South Bend,SBN,IN,South Bend International,381,100,25.75,3.93,14.25,0.47,55.59,13,3,9288,1964,1476,804,8,5036
1,Spokane,GEG,WA,Spokane International,843,182,65.07,8.08,33.27,0,75.58,12,3,10638,3512,1645,1027,0,4454
1,Springfield,SGF,MO,Springfield-Branson National,221,58,29.64,1.79,11.48,0,15.09,3,0,3484,1990,92,443,0,959
1,Springfield,SPI,IL,Abraham Lincoln Capital,140,37,14.74,2.92,8.92,0,10.42,3,0,2964,1376,343,296,0,949
1,St. George,SGU,UT,St George Regional,185,48,8.05,0.15,29.64,0,10.16,0,0,2406,486,8,960,0,952
1,St. Louis,STL,MO,St Louis Lambert International,4660,858,275.96,24.3,189.08,2.45,366.21,108,5,46817,15802,2139,6722,68,22086
1,State College,SCE,PA,University Park,87,26,8.2,0.4,8.89,0,8.49,11,1,1504,656,18,282,0,548
1,Sun Valley/Hailey/Ketchum,SUN,ID,Friedman Memorial,147,10,2.84,0.98,1.96,0,4.22,11,57,1206,293,599,104,0,210
1,Syracuse,SYR,NY,Syracuse Hancock International,450,102,35.88,6.72,21.47,1.24,36.69,7,3,6295,2311,528,720,73,2663
1,Tallahassee,TLH,FL,Tallahassee International,165,36,18.06,2.25,2.85,0,12.83,4,1,2267,1254,145,131,0,737
1,Tampa,TPA,FL,Tampa International,5914,1118,363.77,42.85,301.47,1.28,408.63,66,8,65378,20437,3828,14608,49,26456
1,Texarkana,TXK,AR,Texarkana Regional-Webb Field,52,12,1.83,0,2.85,0,7.32,2,2,839,225,0,110,0,504
1,Tokeen,TKI,AK,Tokeen Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Traverse City,TVC,MI,Cherry Capital,209,62,25.09,3.29,17.42,0,16.2,10,1,3478,1938,143,566,0,831
1,Trenton,TTN,NJ,Trenton Mercer,187,37,9.56,0,6.91,0,20.53,10,1,4095,1757,0,464,0,1874
1,Tucson,TUS,AZ,Tucson International,1446,428,123.6,8.11,97.81,0.86,197.62,25,1,22741,6579,546,3566,24,12026
1,Tulsa,TUL,OK,Tulsa International,1156,222,85.93,9,33.62,0,93.45,12,0,11922,4360,829,1107,0,5626
1,Twin Falls,TWF,ID,Joslin Field - Magic Valley Regional,89,18,0.87,2.35,12.47,0,2.3,1,0,1266,45,662,508,0,51
1,Tyler,TYR,TX,Tyler Pounds Regional,8,3,0,0,2,0,1,2,0,109,0,0,33,0,76
1,Valdosta,VLD,GA,Valdosta Regional,86,14,7.63,0,3.14,0,3.23,3,2,2264,1929,0,111,0,224
1,Valparaiso,VPS,FL,Eglin AFB Destin Fort Walton Beach,254,46,23.12,0.38,7.98,0.49,14.03,5,5,4680,2302,30,490,54,1804
1,Waco,ACT,TX,Waco Regional,104,30,10.97,0,6.24,0,12.79,5,0,2703,1488,0,235,0,980
1,Washington,DCA,DC,Ronald Reagan Washington National,6094,1182,389.9,37.08,362.73,2.68,389.6,79,19,63892,22502,2524,13612,159,25095
1,Washington,IAD,DC,Washington Dulles International,2561,429,164.09,14.78,90.19,1.09,158.84,13,6,25526,9884,1140,3366,61,11075
1,West Palm Beach/Palm Beach,PBI,FL,Palm Beach International,2441,517,193.66,24.65,139.54,2.42,156.72,34,4,32753,12499,2088,6005,91,12070
1,White Plains,HPN,NY,Westchester County,529,159,67.57,3.25,23.44,1.3,63.45,16,7,10251,4269,242,739,95,4906
1,Wichita,ICT,KS,Wichita Dwight D Eisenhower National,657,128,41.1,6.75,21.12,0,59.01,10,2,10450,4267,1164,910,0,4109
1,Wichita Falls,SPS,TX,Sheppard AFB/Wichita Falls Municipal,90,15,5.25,0,3.89,0,5.87,3,2,1331,588,0,149,0,594
1,Williston,ISN,ND,Sloulin Field International,63,8,2.92,0,4.27,0,0.81,0,0,469,97,0,184,0,188
1,Wilmington,ILM,NC,Wilmington International,206,41,19.25,0.8,8,0,12.94,3,0,4280,1965,281,254,0,1780
1,Worcester,ORH,MA,Worcester Regional,62,12,6.59,0,3.29,0,2.11,4,0,516,349,0,84,0,83
1,Wrangell,WRG,AK,Wrangell Airport,62,8,1.96,1,2.07,0,2.97,0,2,1073,175,21,58,0,819
1,Yakutat,YAK,AK,Yakutat Airport,60,3,0,0,0.89,0,2.11,2,4,59,0,0,19,0,40
1,Yuma,YUM,AZ,Yuma MCAS/Yuma International,120,19,9.92,0,4.89,0,4.19,1,1,1153,690,0,132,0,331
2,Aberdeen,ABR,SD,Aberdeen Regional,56,3,1,0,2,0,0,0,0,156,84,0,72,0,0
2,Abilene,ABI,TX,Abilene Regional,13,2,0.87,0,0,0,1.13,0,0,183,33,0,0,0,150
2,Adak Island,ADK,AK,Adak,8,1,1,0,0,0,0,0,0,48,48,0,0,0,0
2,Aguadilla,BQN,PR,Rafael Hernandez,129,17,6.8,1.51,1.29,0,7.39,2,0,1133,404,134,88,0,507
2,Akron,CAK,OH,Akron-Canton Regional,479,65,25.24,0,13.6,1,25.16,6,0,3814,1813,0,387,50,1564
2,Albany,ABY,GA,Southwest Georgia Regional,77,11,8.65,0,1.11,0,1.23,0,1,884,721,0,32,0,131
2,Albany,ALB,NY,Albany International,704,84,32.39,1.2,22.55,0,27.86,17,0,4271,1786,72,650,0,1763
2,Albuquerque,ABQ,NM,Albuquerque International Sunport,1249,191,58.56,1.27,39,0,92.18,3,0,8925,3122,88,1209,0,4506
2,Alexandria,AEX,LA,Alexandria International,240,28,12.59,0,7.14,0,8.27,0,1,3184,2503,0,200,0,481
2,Allentown/Bethlehem/Easton,ABE,PA,Lehigh Valley International,126,4,2.92,0,0.04,0,1.04,7,1,300,216,0,3,0,81
2,Alpena,APN,MI,Alpena County Regional,48,5,1,0,0.14,0,3.86,8,1,426,73,0,12,0,341
2,Amarillo,AMA,TX,Rick Husband Amarillo International,235,23,9.06,1,1.9,0,11.04,1,0,1014,362,35,85,0,532
2,Anchorage,ANC,AK,Ted Stevens Anchorage International,1054,156,43.17,11.39,47.77,2.96,50.7,20,3,9625,2761,1084,1855,79,3846
2,Appleton,ATW,WI,Appleton International,151,14,8.9,0,2.93,0,2.18,2,4,670,464,0,82,0,124
2,Arcata/Eureka,ACV,CA,California Redwood Coast Humboldt County,84,30,5.21,1.74,5.75,0,17.31,7,1,2226,446,204,206,0,1370
2,Asheville,AVL,NC,Asheville Regional,196,26,14.91,0.1,3.92,0,7.08,1,0,2044,1101,51,156,0,736
2,Aspen,ASE,CO,Aspen Pitkin County Sardy Field,682,135,49.64,12.75,31.9,0,40.72,42,50,10668,4825,1241,1919,0,2683
2,Atlanta,ATL,GA,Hartsfield-Jackson Atlanta International,27594,2398,742.08,81.51,603.08,2.64,968.68,109,17,162230,75143,6007,21035,87,59958
2,Atlantic City,ACY,NJ,Atlantic City International,288,44,14.25,0,12.51,0,17.24,5,0,3174,842,0,756,0,1576
2,Augusta,AGS,GA,Augusta Regional at Bush Field,179,29,13.53,0,3.23,0,12.24,0,1,1878,949,0,126,0,803
2,Austin,AUS,TX,Austin - Bergstrom International,3377,410,144.22,7.44,77.02,0,181.31,15,3,20755,7484,497,2554,0,10220
2,Bakersfield,BFL,CA,Meadows Field,148,23,5,0.21,11.81,0,5.98,1,1,1134,293,13,382,0,446
2,Baltimore,BWI,MD,Baltimore/Washington International Thurgood Marshall,6763,731,221.81,17.86,196.64,1.63,293.05,115,10,36406,11997,1996,7000,88,15325
2,Barrow,BRW,AK,Wiley Post/Will Rogers Memorial,72,12,1.97,2.7,1.65,0,5.68,4,0,993,136,116,62,0,679
2,Baton Rouge,BTR,LA,Baton Rouge Metropolitan/Ryan Field,466,56,26.3,0,14.41,0,15.29,2,0,3054,1637,0,524,0,893
2,Bellingham,BLI,WA,Bellingham International,68,12,4.79,0.58,3.92,0,2.71,2,4,775,250,120,196,0,209
2,Bemidji,BJI,MN,Bemidji Regional,56,3,0,0,1.84,0,1.16,0,0,185,0,0,88,0,97
2,Bend/Redmond,RDM,OR,Roberts Field,217,35,12.13,0,9.31,0,13.56,7,4,2496,880,0,323,0,1293
2,Bethel,BET,AK,Bethel Airport,76,8,1.94,0.18,3.58,0,2.3,4,0,290,150,3,91,0,46
2,Billings,BIL,MT,Billings Logan International,219,18,5.37,0.82,6.38,0,5.44,0,0,1142,495,50,195,0,402
2,Binghamton,BGM,NY,Greater Binghamton/Edwin A. Link Field,52,5,0.85,1.86,0,0,2.29,0,0,342,73,146,0,0,123
2,Birmingham,BHM,AL,Birmingham-Shuttlesworth International,827,102,37.49,1.26,11.44,0,51.8,4,1,6338,2976,99,494,0,2769
2,Bismarck/Mandan,BIS,ND,Bismarck Municipal,113,10,5.88,0,0.79,0,3.33,1,0,606,419,0,15,0,172
2,Bloomington/Normal,BMI,IL,Central Il Regional Airport at Bloomington,104,12,4.4,0,3.06,0,4.54,2,1,493,165,0,137,0,191
2,Boise,BOI,ID,Boise Air Terminal,1107,206,52.05,2.48,39.47,0.25,111.75,16,2,11869,3680,155,1572,4,6458
2,Boston,BOS,MA,Logan International,8811,1557,432.65,35.61,513.99,2.67,572.05,553,10,89514,26108,2533,22097,101,38675
2,Bozeman,BZN,MT,Bozeman Yellowstone International,336,37,10.22,1.04,17.96,0,7.79,3,2,1713,627,58,549,0,479
2,Brainerd,BRD,MN,Brainerd Lakes Regional,48,1,0.88,0,0.12,0,0,0,0,34,30,0,4,0,0
2,Bristol/Johnson City/Kingsport,TRI,TN,Tri Cities,150,30,19.77,0,2.58,0,7.64,1,0,3145,2519,0,81,0,545
2,Brownsville,BRO,TX,Brownsville South Padre Island International,79,7,1.21,0.53,1.07,0,4.19,0,0,493,52,64,50,0,327
2,Brunswick,BQK,GA,Brunswick Golden Isles,77,11,5.79,0,0.11,0,5.1,0,0,862,374,0,6,0,482
2,Buffalo,BUF,NY,Buffalo Niagara International,1243,152,50.21,5.46,30.6,1,64.75,20,1,7790,2732,314,1081,18,3645
2,Bullhead City,IFP,AZ,Laughlin/Bullhead International,13,4,0,0.93,1.37,0,1.71,0,0,417,0,247,44,0,126
2,Burbank,BUR,CA,Bob Hope,1729,356,75.28,5.25,81.77,0,193.73,83,11,14495,3137,457,2612,0,8289
2,Burlington,BTV,VT,Burlington International,261,61,24.15,2.57,16.54,0,17.73,14,0,3908,1324,932,596,0,1056
2,Butte,BTM,MT,Bert Mooney,52,2,0,0,1.96,0,0.04,1,1,56,0,0,55,0,1
2,Casper,CPR,WY,Casper/Natrona County International,53,4,1,2,0.81,0,0.19,1,0,197,99,82,13,0,3
2,Cedar City,CDC,UT,Cedar City Regional,48,9,0.6,0,7.4,0,1,0,0,211,11,0,164,0,36
2,Cedar Rapids/Iowa City,CID,IA,The Eastern Iowa,304,51,23.36,1.83,14.35,0,11.46,1,0,2884,1657,141,455,0,631
2,Charleston,CHS,SC,Charleston AFB/International,883,103,47.55,1.32,19.79,0,34.36,18,1,4956,2264,93,588,0,2011
2,Charleston/Dunbar,CRW,WV,Yeager,178,26,14.87,0,4.25,0,6.87,1,0,1513,852,0,109,0,552
2,Charlotte,CLT,NC,Charlotte Douglas International,8367,806,259.02,13.73,268.46,1.71,263.08,92,3,49050,19329,1181,8414,37,20089
2,Charlotte Amalie,STT,VI,Cyril E King,452,67,20.65,0.47,28.23,0.75,16.88,4,4,4280,1468,36,1223,44,1509
2,Charlottesville,CHO,VA,Charlottesville Albemarle,197,42,14.87,0,6.93,0,20.2,3,0,4146,2102,0,256,0,1788
2,Chattanooga,CHA,TN,Lovell Field,389,56,26.66,1,9,0,19.34,3,1,4550,2270,15,292,0,1973
2,Chicago,MDW,IL,Chicago Midway International,5814,582,130.53,27.45,163.24,1,259.76,78,42,27717,7611,1928,5566,15,12597
2,Chicago,ORD,IL,Chicago O'Hare International,17773,2221,593.75,58.79,737.48,1.88,829.1,206,36,177189,64577,8253,40279,41,64039
2,Christiansted,STX,VI,Henry E. Rohlsen,98,5,3.18,0,1.03,0,0.79,0,0,436,298,0,19,0,119
2,Cincinnati,CVG,OH,Cincinnati/Northern Kentucky International,986,131,53.81,2.98,25.58,0,48.62,4,3,8379,3848,298,864,0,3369
2,Cleveland,CLE,OH,Cleveland-Hopkins International,2360,336,90.53,7.17,93.75,0.6,143.96,34,3,18786,4273,366,4306,12,9829
2,Cody,COD,WY,Yellowstone Regional,56,3,1,0,2,0,0,1,1,126,72,0,54,0,0
2,College Station/Bryan,CLL,TX,Easterwood Field,76,9,4.7,0,1.62,0,2.69,1,0,291,167,0,47,0,77
2,Colorado Springs,COS,CO,City of Colorado Springs Municipal,639,104,32.33,2.73,33.46,0,35.48,6,1,5328,1463,156,1137,0,2572
2,Columbia,CAE,SC,Columbia Metropolitan,303,45,22.73,0.15,11.03,0,11.1,2,0,3161,2172,17,466,0,506
2,Columbus,CMH,OH,John Glenn Columbus International,1707,198,83.6,2.95,44.78,0,66.65,16,7,9408,4270,123,1176,0,3839
2,Columbus,CSG,GA,Columbus Airport,83,19,10.08,0,1.85,0,7.07,0,0,833,466,0,56,0,311
2,Columbus,GTR,MS,Golden Triangle Regional,76,14,8.71,0,0.19,0,5.1,0,0,822,626,0,7,0,189
2,Cordova,CDV,AK,Merle K Mudhole Smith,56,18,5.19,0.93,3.03,0,8.85,0,2,1159,261,168,108,0,622
2,Corpus Christi,CRP,TX,Corpus Christi International,205,23,10.89,0.36,4.56,0,7.19,2,0,1164,515,37,272,0,340
2,Dallas,DAL,TX,Dallas Love Field,5271,564,148.52,5.46,101.46,0,308.56,39,2,23742,6293,265,2879,0,14305
2,Dallas/Fort Worth,DFW,TX,Dallas/Fort Worth International,13751,1494,450.23,23.87,418.84,0.98,600.04,83,9,104279,44774,2189,13294,39,43983
2,Dayton,DAY,OH,James M Cox/Dayton International,367,33,14.79,0.59,7.31,0,10.31,1,0,1881,1068,48,256,0,509
2,Daytona Beach,DAB,FL,Daytona Beach International,150,8,1.16,1,4,0,1.84,2,0,539,50,42,315,0,132
2,Deadhorse,SCC,AK,Deadhorse Airport,56,6,2.35,0.04,1.71,0,1.91,2,3,431,128,9,83,0,211
2,Denver,DEN,CO,Denver International,15545,2159,550.57,70.38,717.63,0.84,819.6,124,12,123902,39587,5726,25950,39,52600
2,Des Moines,DSM,IA,Des Moines International,641,74,32.3,0.03,18.9,0.08,22.69,2,0,4650,2487,6,721,2,1434
2,Detroit,DTW,MI,Detroit Metro Wayne County,9210,911,283.77,37.09,231.95,1.67,356.52,69,9,72690,32271,5063,8129,366,26861
2,Devils Lake,DVL,ND,Devils Lake Regional,48,11,2,0,0.84,0,8.16,2,0,456,78,0,28,0,350
2,Dothan,DHN,AL,Dothan Regional,102,18,8.53,0,0.14,0,9.33,0,0,1400,708,0,5,0,687
2,Duluth,DLH,MN,Duluth International,151,14,7.75,0,2.45,0,3.8,0,0,640,476,0,82,0,82
2,Durango,DRO,CO,Durango La Plata County,73,7,3.97,0,3.03,0,0,1,0,421,370,0,51,0,0
2,Eagle,EGE,CO,Eagle County Regional,280,47,17.95,4.86,19.35,0,4.85,4,8,5452,1074,2874,866,0,638
2,Eau Claire,EAU,WI,Chippewa Valley Regional,52,5,1,0,2.51,0,1.49,0,1,287,95,0,58,0,134
2,El Paso,ELP,TX,El Paso International,822,120,35.64,1.62,26.67,0,56.06,0,1,5304,1719,108,692,0,2785
2,Elko,EKO,NV,Elko Regional,47,4,0.6,0,2.89,0,0.51,0,1,120,9,0,75,0,36
2,Elmira/Corning,ELM,NY,Elmira/Corning Regional,15,1,1,0,0,0,0,0,0,17,17,0,0,0,0
2,Erie,ERI,PA,Erie International/Tom Ridge Field,104,17,5.38,1,3.62,0,7,0,0,783,292,52,81,0,358
2,Escanaba,ESC,MI,Delta County,48,7,3.36,0,2.32,0,1.32,3,0,387,104,0,42,0,241
2,Eugene,EUG,OR,Mahlon Sweet Field,242,52,12.74,0.61,9.51,0,29.14,0,0,3480,892,11,302,0,2275
2,Evansville,EVV,IN,Evansville Regional,218,23,9.06,0,5.65,0,8.29,2,0,913,358,0,140,0,415
2,Fairbanks,FAI,AK,Fairbanks International,156,27,9.05,0.76,11.73,0,5.45,5,0,1176,465,156,361,0,194
2,Fargo,FAR,ND,Hector International,199,21,7.02,1,5.62,0,7.35,1,0,1061,422,80,141,0,418
2,Fayetteville,FAY,NC,Fayetteville Regional/Grannis Field,128,12,10.83,0,0,0,1.17,1,0,744,688,0,0,0,56
2,Fayetteville,XNA,AR,Northwest Arkansas Regional,382,57,21.12,2.07,13.09,0,20.72,6,1,3244,1717,98,442,0,987
2,Flagstaff,FLG,AZ,Flagstaff Pulliam,97,5,0.36,0.27,3.73,0,0.64,5,0,144,13,9,99,0,23
2,Flint,FNT,MI,Bishop International,369,47,11.8,1.69,5.85,0,27.64,4,0,2924,626,300,215,0,1783
2,Fort Lauderdale,FLL,FL,Fort Lauderdale-Hollywood International,7266,1202,354.94,40.88,411.52,3.85,390.8,118,25,68982,21114,2834,19224,237,25573
2,Fort Myers,RSW,FL,Southwest Florida International,3099,337,117.44,8.15,108.38,0,103.05,35,0,20738,8392,705,5532,0,6109
2,Fort Smith,FSM,AR,Fort Smith Regional,79,10,6.8,0,0.94,0,2.26,0,0,687,378,0,44,0,265
2,Fort Wayne,FWA,IN,Fort Wayne International,408,76,26.88,1.49,9.19,0,38.42,5,1,5275,2013,83,340,0,2839
2,Fresno,FAT,CA,Fresno Yosemite International,593,147,29.17,0.45,51.55,0,65.82,5,0,9796,1981,64,1889,0,5862
2,Gainesville,GNV,FL,Gainesville Regional,180,27,14.64,0,2.89,0,9.48,0,2,1881,1043,0,95,0,743
2,Garden City,GCK,KS,Garden City Regional,56,4,1.44,0,1,0,1.56,0,0,150,58,0,43,0,49
2,Gillette,GCC,WY,Gillette Campbell County,80,6,1,0.93,2.1,0,1.97,0,0,295,22,97,64,0,112
2,Grand Forks,GFK,ND,Grand Forks International,88,6,2,0,0,0,4,0,1,309,122,0,0,0,187
2,Grand Island,GRI,NE,Central Nebraska Regional,28,1,0.86,0,0.14,0,0,0,0,51,44,0,7,0,0
2,Grand Junction,GJT,CO,Grand Junction Regional,159,14,3.3,0.35,3.55,0,6.8,0,0,813,86,23,98,0,606
2,Grand Rapids,GRR,MI,Gerald R. Ford International,904,104,39.78,3.94,26.86,0,33.42,13,3,7394,2701,1519,1276,0,1898
2,Great Falls,GTF,MT,Great Falls International,112,8,1.58,0.36,4.26,0,1.79,0,0,348,70,31,121,0,126
2,Green Bay,GRB,WI,Green Bay Austin Straubel International,304,45,16.19,0,9.34,0,19.47,6,0,3270,1255,0,649,0,1366
2,Greensboro/High Point,GSO,NC,Piedmont Triad International,398,43,17.9,0.75,7.41,0,16.94,10,0,2889,1378,36,228,0,1247
2,Greer,GSP,SC,Greenville-Spartanburg International,393,40,26.83,1,4.07,0,8.11,2,1,2354,1375,22,85,0,872
2,Guam,GUM,TT,Guam International,28,3,3,0,0,0,0,0,0,140,140,0,0,0,0
2,Gulfport/Biloxi,GPT,MS,Gulfport-Biloxi International,173,14,9.19,0,2.1,0,2.7,0,1,637,344,0,55,0,238
